
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"18 August, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"18 August, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"18 August, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"18 August, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"18 August, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"14 July, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"14 July, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"14 July, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"14 July, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"14 July, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"13 June, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"13 June, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"13 June, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"13 June, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"13 June, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"18 May, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"18 May, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"18 May, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"18 May, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"18 May, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"15 April, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"15 April, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"15 April, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"15 April, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"15 April, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"11 March, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"11 March, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"11 March, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"11 March, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"11 March, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"09 February, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"09 February, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"09 February, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"09 February, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"09 February, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"17 January, 2019",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"17 January, 2019",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"17 January, 2019",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"17 January, 2019",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"17 January, 2019",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"13 December, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"13 December, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"13 December, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"13 December, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"13 December, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"15 November, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"15 November, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"15 November, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"15 November, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"15 November, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"11 October, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"11 October, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"11 October, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"11 October, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"11 October, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"13 September, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"13 September, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"13 September, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"13 September, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"13 September, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"16 August, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"16 August, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"16 August, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"16 August, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"16 August, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"16 July, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"16 July, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"16 July, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"16 July, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"16 July, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"17 May, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"17 May, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"17 May, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"17 May, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"17 May, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"14 April, 2018",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"14 April, 2018",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"14 April, 2018",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"14 April, 2018",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"14 April, 2018",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"07 July, 2016",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"07 July, 2016",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"07 July, 2016",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"07 July, 2016",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"07 July, 2016",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
"22 June, 2015",San Diego,listings.csv.gz,Detailed Listings data for San Diego
"22 June, 2015",San Diego,calendar.csv.gz,Detailed Calendar Data for listings in San Diego
"22 June, 2015",San Diego,reviews.csv.gz,Detailed Review Data for listings in San Diego
"22 June, 2015",San Diego,listings.csv,Summary information and metrics for listings in San Diego (good for visualisations).
"22 June, 2015",San Diego, reviews.csv,Summary Review data and Listing ID (to facilitate time based analytics and visualisations linked to a listing).
N/A,San Diego,neighbourhoods.csv,Neighbourhood list for geo filter. Sourced from city or open source GIS files.
N/A,San Diego,neighbourhoods.geojson,GeoJSON file of neighbourhoods of the city.
